file,ground_truth,predicted,outcome,max_confidence,frame_count
IynvwHe9W3U_1.avi,normal,normal,TN,0.0,150
3TQqO4N8_0.avi,normal,normal,TN,0.0,150
K6WRP2xi_2.avi,violent,violent,TP,0.695,150
no478_xvid.avi,normal,normal,TN,0.317,41
w006_converted.avi,violent,normal,FN,0.0,171
b6XfVAZC9Zs_6.avi,violent,violent,TP,0.724,150
V_595.avi,violent,violent,TP,0.731,185
Weaponized180.avi,violent,violent,TP,0.707,30
Violence480.avi,violent,normal,FN,0.347,30
Normal536.avi,normal,normal,TN,0.383,30
Violence846.avi,violent,normal,FN,0.0,30
Weaponized-Test172.avi,violent,normal,FN,0.0,30
Normal458.avi,normal,violent,FP,0.562,30
V_400.avi,violent,violent,TP,0.729,129
gR4OsEPl894_2.avi,normal,violent,FP,0.727,150
1tU4kxa51vw_0.avi,normal,violent,FP,0.706,150
BpargJW29Wo_0.avi,violent,violent,TP,0.607,150
Normal709.avi,normal,normal,TN,0.275,30
Jq8neqBlL2Y_2.avi,violent,violent,TP,0.614,150
F7W6PQ3V3y8_6.avi,violent,normal,FN,0.3,150
asdasda_107.avi,violent,violent,TP,0.726,150
NV_917.avi,normal,violent,FP,0.692,145
Normal075.avi,normal,normal,TN,0.481,30
Weaponized-Test103.avi,violent,violent,TP,0.608,30
Violence-Test089.avi,violent,violent,TP,0.728,30
V_235.avi,violent,violent,TP,0.724,153
Normal596.avi,normal,normal,TN,0.526,30
Weaponized657.avi,violent,normal,FN,0.507,30
etyiEs3j8x8_1.avi,violent,violent,TP,0.702,150
Kx5lWLPZ0Y0_0.avi,violent,violent,TP,0.684,150
NW4ndzCa_0.avi,normal,violent,FP,0.645,150
Normal622.avi,normal,violent,FP,0.724,30
Pe1uIhp4dAQ_2.avi,violent,normal,FN,0.348,150
NV_805.avi,normal,violent,FP,0.704,115
ZCa5f4yq_0.avi,normal,violent,FP,0.698,150
l4gqDHx9_dI_0.avi,violent,normal,FN,0.0,150
Violence840.avi,violent,normal,FN,0.0,30
MOST Shocking CCTV footage (_TwPzPRK7dc)_0.avi,normal,violent,FP,0.725,150
fwEk96k8g_I_0.avi,normal,violent,FP,0.681,150
Normal-Test031.avi,normal,normal,TN,0.303,30
H68yvSdp_0.avi,normal,violent,FP,0.605,150
Violence801.avi,violent,normal,FN,0.417,30
oVMhWJIpHnc_1.avi,normal,violent,FP,0.585,150
Ma1iva6R_0.avi,normal,violent,FP,0.637,150
Normal863.avi,normal,normal,TN,0.0,30
Weaponized005.avi,violent,normal,FN,0.288,30
Gr3ikl6A2bE_0.avi,normal,violent,FP,0.627,150
NpznjZe7A2M_0.avi,violent,violent,TP,0.661,150
BCVBVC_264.avi,violent,violent,TP,0.719,150
Normal-Test087.avi,normal,normal,TN,0.0,30
V_552.avi,violent,violent,TP,0.731,185
Normal-Test128.avi,normal,normal,TN,0.0,30
n198_converted.avi,normal,violent,FP,0.73,124
n023_converted.avi,normal,normal,TN,0.46,129
Violence188.avi,violent,violent,TP,0.654,30
KQTiHlA11fM_3.avi,normal,normal,TN,0.279,150
Normal761.avi,normal,normal,TN,0.385,30
Normal-Test168.avi,normal,normal,TN,0.0,30
Violence228.avi,violent,normal,FN,0.515,30
Normal578.avi,normal,normal,TN,0.515,30
NV_518.avi,normal,normal,TN,0.324,145
Weaponized-Test177.avi,violent,normal,FN,0.531,30
Weaponized-Test004.avi,violent,normal,FN,0.0,30
Weaponized786.avi,violent,violent,TP,0.564,30
Weaponized655.avi,violent,normal,FN,0.423,30
_q5Nwh4Z6ao_7.avi,normal,violent,FP,0.653,150
Normal-Test142.avi,normal,normal,TN,0.0,30
Violence945.avi,violent,violent,TP,0.685,30
no32_xvid.avi,normal,normal,TN,0.464,41
Weaponized650.avi,violent,normal,FN,0.504,30
6Dej3-k3MRE_4.avi,violent,violent,TP,0.699,150
no365_xvid.avi,normal,normal,TN,0.273,41
Weaponized824.avi,violent,violent,TP,0.709,30
Normal381.avi,normal,violent,FP,0.712,30
F7W6PQ3V3y8_1.avi,normal,normal,TN,0.367,150
Violence-Test095.avi,violent,normal,FN,0.337,30
Weaponized007.avi,violent,normal,FN,0.0,30
Weaponized463.avi,violent,violent,TP,0.695,30
NV_337.avi,normal,normal,TN,0.0,110
dP20avzQAf8_0.avi,normal,normal,TN,0.272,150
Weaponized053.avi,violent,normal,FN,0.0,30
uXf4C-YwbtM_0.avi,normal,violent,FP,0.68,150
Normal393.avi,normal,normal,TN,0.456,30
Normal432.avi,normal,violent,FP,0.592,30
t_n022_converted.avi,normal,normal,TN,0.0,127
Suv_mMs8J9g_0.avi,violent,violent,TP,0.696,150
Weaponized367.avi,violent,normal,FN,0.325,30
mbW7VkAf6Yk_2.avi,violent,normal,FN,0.269,150
Weaponized078.avi,violent,normal,FN,0.539,30
Weaponized831.avi,violent,normal,FN,0.277,30
Weaponized417.avi,violent,violent,TP,0.603,30
Violence075.avi,violent,normal,FN,0.0,30
FrwBev61_0.avi,normal,normal,TN,0.0,150
Weaponized612.avi,violent,violent,TP,0.563,30
Normal663.avi,normal,normal,TN,0.0,30
no323_xvid.avi,normal,normal,TN,0.273,41
Violence-Test005.avi,violent,normal,FN,0.545,30
Weaponized728.avi,violent,normal,FN,0.0,30
V_227.avi,violent,violent,TP,0.597,156
Weaponized561.avi,violent,violent,TP,0.684,30
SXd2yu2LHv0_0.avi,violent,violent,TP,0.585,150
Weaponized355.avi,violent,violent,TP,0.719,30
SCnBiAteLVI_0.avi,violent,violent,TP,0.637,150
Xhh2ONc7_0.avi,normal,violent,FP,0.716,150
Violence783.avi,violent,normal,FN,0.309,30
Normal296.avi,normal,normal,TN,0.424,30
Weaponized537.avi,violent,violent,TP,0.556,30
Violence-Test088.avi,violent,violent,TP,0.615,30
RYFG_774.avi,violent,violent,TP,0.694,150
Normal366.avi,normal,normal,TN,0.332,30
Violence269.avi,violent,normal,FN,0.0,30
Weaponized789.avi,violent,normal,FN,0.0,30
Violence780.avi,violent,normal,FN,0.0,30
Normal250.avi,normal,normal,TN,0.279,30
Violence157.avi,violent,normal,FN,0.541,30
Normal843.avi,normal,normal,TN,0.0,30
Weaponized-Test187.avi,violent,normal,FN,0.512,30
Normal467.avi,normal,violent,FP,0.65,30
Weaponized-Test083.avi,violent,violent,TP,0.563,30
Normal-Test145.avi,normal,normal,TN,0.27,30
3CQi0ZCCHvc_0.avi,violent,normal,FN,0.476,150
asdasda_109.avi,violent,violent,TP,0.729,150
4RgIlSIB_0.avi,normal,normal,TN,0.41,150
Normal584.avi,normal,violent,FP,0.643,30
no71_xvid.avi,normal,normal,TN,0.334,41
Violence313.avi,violent,violent,TP,0.722,30
Normal080.avi,normal,violent,FP,0.574,30
n013_converted.avi,normal,violent,FP,0.731,130
Normal002.avi,normal,normal,TN,0.311,30
t_n020_converted.avi,normal,normal,TN,0.0,117
n065_converted.avi,normal,normal,TN,0.413,153
kMI2JME3Aag_4.avi,normal,normal,TN,0.524,150
7-e3_UW7L7U_0.avi,normal,normal,TN,0.27,150
no436_xvid.avi,normal,normal,TN,0.397,41
n104_converted.avi,normal,violent,FP,0.717,127
Normal495.avi,normal,violent,FP,0.552,30
Weaponized125.avi,violent,normal,FN,0.0,30
no61_xvid.avi,normal,normal,TN,0.0,41
Weaponized494.avi,violent,normal,FN,0.494,30
NV_388.avi,normal,normal,TN,0.29,55
Weaponized-Test188.avi,violent,violent,TP,0.595,30
n059_converted.avi,normal,normal,TN,0.276,122
Normal142.avi,normal,violent,FP,0.631,30
Weaponized519.avi,violent,normal,FN,0.0,30
Weaponized313.avi,violent,normal,FN,0.44,30
Normal489.avi,normal,normal,TN,0.337,30
n038_converted.avi,normal,violent,FP,0.722,163
w050_converted.avi,violent,violent,TP,0.73,235
Weaponized444.avi,violent,normal,FN,0.287,30
Violence399.avi,violent,normal,FN,0.46,30
Weaponized-Test054.avi,violent,normal,FN,0.0,30
Normal-Test110.avi,normal,normal,TN,0.0,30
Normal170.avi,normal,normal,TN,0.0,30
Violence207.avi,violent,violent,TP,0.625,30
Normal435.avi,normal,normal,TN,0.483,30
Weaponized771.avi,violent,normal,FN,0.0,30
iquSbj5Wqj0_0.avi,violent,violent,TP,0.65,150
Violence667.avi,violent,violent,TP,0.655,30
Weaponized806.avi,violent,violent,TP,0.661,30
Normal673.avi,normal,violent,FP,0.641,30
24E0xYYUz44_1.avi,normal,normal,TN,0.451,150
24E0xYYUz44_5.avi,violent,violent,TP,0.731,150
NV_798.avi,normal,violent,FP,0.668,115
iquSbj5Wqj0_0.avi,normal,violent,FP,0.686,150
Violence820.avi,violent,violent,TP,0.705,30
1A3zEkCHBl8_2.avi,normal,violent,FP,0.631,150
tILABXoHE7s_2.avi,violent,violent,TP,0.729,150
Weaponized544.avi,violent,violent,TP,0.678,30
rn7Qjaj9_0.avi,violent,normal,FN,0.278,150
SJRnWfHAx_E_2.avi,violent,violent,TP,0.691,150
J2Am3J0z_0.avi,normal,normal,TN,0.0,150
no324_xvid.avi,normal,normal,TN,0.272,41
Normal-Test014.avi,normal,violent,FP,0.731,30
WW8zIoiZ_0.avi,normal,normal,TN,0.315,150
Normal600.avi,normal,normal,TN,0.45,30
RIXaF_TkLlU_3.avi,violent,violent,TP,0.577,150
tILABXoHE7s_3.avi,violent,violent,TP,0.727,150
v037_converted.avi,violent,violent,TP,0.716,326
MxkTo5F-nvU_0.avi,violent,violent,TP,0.628,150
Normal279.avi,normal,normal,TN,0.348,30
Violence-Test024.avi,violent,normal,FN,0.0,30
Weaponized660.avi,violent,normal,FN,0.0,30
Normal-Test030.avi,normal,normal,TN,0.417,30
Weaponized142.avi,violent,normal,FN,0.521,30
Weaponized631.avi,violent,violent,TP,0.622,30
0_DzLlklZa0_1.avi,normal,violent,FP,0.578,150
Weaponized605.avi,violent,violent,TP,0.674,30
NV_522.avi,normal,normal,TN,0.436,145
o9sRXy5r_2.avi,violent,normal,FN,0.505,150
8VqTmuq4HcI_1.avi,normal,violent,FP,0.722,150
Normal724.avi,normal,normal,TN,0.496,30
Violence-Test039.avi,violent,violent,TP,0.653,30
aZxUVVqk_0.avi,normal,normal,TN,0.451,150
no443_xvid.avi,normal,normal,TN,0.0,41
RIXaF_TkLlU_2.avi,violent,violent,TP,0.602,150
E2gqgFNyPL8_1.avi,normal,normal,TN,0.443,150
Violence875.avi,violent,normal,FN,0.329,30
6Dej3-k3MRE_0.avi,violent,violent,TP,0.711,150
fJkWWpNB_0.avi,normal,normal,TN,0.401,150
KQTiHlA11fM_0.avi,normal,normal,TN,0.274,150
Violence141.avi,violent,violent,TP,0.638,30
V_638.avi,violent,violent,TP,0.705,150
gJDvtfRrM7k_0.avi,normal,violent,FP,0.724,150
Weaponized286.avi,violent,violent,TP,0.556,30
n116_converted.avi,normal,violent,FP,0.675,149
Violence133.avi,violent,violent,TP,0.642,30
Normal282.avi,normal,normal,TN,0.27,30
no402_xvid.avi,normal,violent,FP,0.724,41
t_v009_converted.avi,violent,violent,TP,0.731,303
Normal394.avi,normal,normal,TN,0.373,30
Normal-Test144.avi,normal,normal,TN,0.27,30
Normal314.avi,normal,normal,TN,0.0,30
Weaponized291.avi,violent,normal,FN,0.351,30
Weaponized039.avi,violent,normal,FN,0.445,30
Violence079.avi,violent,violent,TP,0.722,30
Normal711.avi,normal,normal,TN,0.271,30
jTbvVbkUaPM_0.avi,violent,violent,TP,0.715,150
no31_xvid.avi,normal,violent,FP,0.591,41
Normal814.avi,normal,normal,TN,0.0,30
Normal005.avi,normal,normal,TN,0.406,30
Weaponized736.avi,violent,normal,FN,0.483,30
Weaponized-Test100.avi,violent,normal,FN,0.0,30
Normal-Test103.avi,normal,normal,TN,0.0,30
V_557.avi,violent,violent,TP,0.687,185
no393_xvid.avi,normal,violent,FP,0.589,41
Normal-Test006.avi,normal,normal,TN,0.275,30
Weaponized-Test112.avi,violent,normal,FN,0.294,30
n018_converted.avi,normal,violent,FP,0.581,130
oqCIUYdq_0.avi,violent,violent,TP,0.646,150
Violence898.avi,violent,violent,TP,0.571,30
t_n037_converted.avi,normal,normal,TN,0.0,53
0H2s9UJcNJ0_2.avi,normal,violent,FP,0.556,150
no321_xvid.avi,normal,normal,TN,0.27,41
Fwhi4UNI_0.avi,normal,normal,TN,0.28,150
Normal644.avi,normal,normal,TN,0.27,30
Violence338.avi,violent,violent,TP,0.681,30
Normal-Test080.avi,normal,normal,TN,0.0,30
Violence265.avi,violent,normal,FN,0.383,30
R1A_AxUKosk_1.avi,violent,violent,TP,0.555,150
9U8J4abJGDg_0.avi,normal,normal,TN,0.0,150
Yf55ftZR_0.avi,normal,normal,TN,0.0,150
V_371.avi,violent,violent,TP,0.731,115
6TDF_12.avi,violent,violent,TP,0.709,150
7LnoFKSl2rs_0.avi,violent,violent,TP,0.719,150
Assault010_x264_0.avi,normal,normal,TN,0.371,150
v003_converted.avi,violent,violent,TP,0.723,89
NvYo6CS_i_A_2.avi,violent,normal,FN,0.0,150
Violence762.avi,violent,normal,FN,0.341,30
kOp57sQKMPY_0.avi,normal,normal,TN,0.274,150
no498_xvid.avi,normal,normal,TN,0.273,41
J2rsCgMC_0.avi,normal,normal,TN,0.0,150
Normal120.avi,normal,normal,TN,0.398,30
Violence377.avi,violent,normal,FN,0.0,30
trhfd_1019.avi,violent,violent,TP,0.704,150
Normal198.avi,normal,normal,TN,0.346,30
Violence671.avi,violent,normal,FN,0.479,30
Violence433.avi,violent,normal,FN,0.0,30
n187_converted.avi,normal,violent,FP,0.695,31
n071_converted.avi,normal,violent,FP,0.598,138
Violence837.avi,violent,normal,FN,0.279,30
no329_xvid.avi,normal,violent,FP,0.706,41
DTq6Gu30-uA_5.avi,violent,violent,TP,0.726,150
Normal866.avi,normal,normal,TN,0.0,30
V_602.avi,violent,violent,TP,0.691,185
Normal176.avi,normal,normal,TN,0.0,30
Normal252.avi,normal,normal,TN,0.498,30
V_390.avi,violent,violent,TP,0.724,150
eF5S8iGLAm4_1.avi,normal,normal,TN,0.442,150
Normal380.avi,normal,violent,FP,0.731,30
8SWZq5we_fk_0.avi,normal,violent,FP,0.666,150
SGntTioECg4_997.avi,violent,violent,TP,0.711,150
LtfqEsod_0.avi,normal,normal,TN,0.367,150
Normal-Test054.avi,normal,normal,TN,0.331,30
Weaponized195.avi,violent,normal,FN,0.487,30
U-rD98WfBYs_0.avi,violent,normal,FN,0.527,150
V_16.avi,violent,violent,TP,0.607,105
aQysMqg0K7M_0.avi,normal,normal,TN,0.0,150
V_538.avi,violent,violent,TP,0.725,185
Weaponized304.avi,violent,normal,FN,0.0,30
Normal760.avi,normal,normal,TN,0.28,30
v064_converted.avi,violent,violent,TP,0.658,326
Normal267.avi,normal,normal,TN,0.0,30
Violence466.avi,violent,normal,FN,0.0,30
Normal232.avi,normal,normal,TN,0.367,30
n165_converted.avi,normal,violent,FP,0.73,141
TfDHgxDm_0.avi,normal,violent,FP,0.7,150
Violence181.avi,violent,normal,FN,0.529,30
Normal248.avi,normal,normal,TN,0.332,30
Weaponized675.avi,violent,violent,TP,0.703,30
v054_converted.avi,violent,violent,TP,0.715,328
Normal794.avi,normal,normal,TN,0.0,30
Violence-Test052.avi,violent,violent,TP,0.706,30
EGhykgb4_0.avi,normal,normal,TN,0.0,150
Normal338.avi,normal,violent,FP,0.695,30
NV_786.avi,normal,violent,FP,0.687,115
no85_xvid.avi,normal,normal,TN,0.277,41
Weaponized077.avi,violent,normal,FN,0.272,30
Weaponized227.avi,violent,normal,FN,0.392,30
no401_xvid.avi,normal,violent,FP,0.724,41
Normal813.avi,normal,normal,TN,0.0,30
Weaponized023.avi,violent,violent,TP,0.621,30
Violence576.avi,violent,normal,FN,0.53,30
Normal637.avi,normal,violent,FP,0.668,30
no403_xvid.avi,normal,normal,TN,0.0,41
Normal164.avi,normal,normal,TN,0.473,30
no262_xvid.avi,normal,normal,TN,0.317,41
Violence446.avi,violent,normal,FN,0.0,30
Violence458.avi,violent,violent,TP,0.705,30
V_549.avi,violent,violent,TP,0.731,185
V_596.avi,violent,violent,TP,0.731,185
Normal386.avi,normal,normal,TN,0.0,30
Weaponized525.avi,violent,normal,FN,0.285,30
V_994.avi,violent,normal,FN,0.291,150
Weaponized-Test097.avi,violent,normal,FN,0.0,30
Violence256.avi,violent,normal,FN,0.531,30
Q1ycSrzoM2c_1.avi,violent,violent,TP,0.559,150
NV_794.avi,normal,violent,FP,0.724,115
Normal102.avi,normal,normal,TN,0.0,30
no489_xvid.avi,normal,normal,TN,0.337,41
Violence-Test056.avi,violent,normal,FN,0.0,30
n057_converted.avi,normal,normal,TN,0.527,131
no486_xvid.avi,normal,violent,FP,0.728,41
Weaponized315.avi,violent,normal,FN,0.361,30
Weaponized668.avi,violent,normal,FN,0.357,30
no298_xvid.avi,normal,normal,TN,0.287,41
HG8xQFSd_0.avi,normal,normal,TN,0.0,150
Normal-Test057.avi,normal,normal,TN,0.28,30
Violence794.avi,violent,normal,FN,0.365,30
5CwYc67y_0.avi,normal,normal,TN,0.49,150
UWmcbEyn_0.avi,normal,normal,TN,0.342,150
Violence514.avi,violent,normal,FN,0.0,30
v065_converted.avi,violent,violent,TP,0.728,316
Normal501.avi,normal,normal,TN,0.383,30
i2sLegg2JPA_0.avi,normal,violent,FP,0.585,150
0H2s9UJcNJ0_2.avi,violent,violent,TP,0.721,150
H_VQJU0Bqpc_2.avi,violent,violent,TP,0.643,150
i4OubIZo_0.avi,normal,normal,TN,0.0,150
1O4KGHbRt3M_0.avi,normal,violent,FP,0.582,150
Weaponized483.avi,violent,violent,TP,0.73,30
v063_converted.avi,violent,violent,TP,0.571,238
VVQBImyG_0.avi,normal,normal,TN,0.327,150
V_405.avi,violent,violent,TP,0.696,129
w037_converted.avi,violent,violent,TP,0.711,210
n056_converted.avi,normal,normal,TN,0.0,104
qaAclucigpY_3.avi,violent,violent,TP,0.71,150
Violence738.avi,violent,normal,FN,0.491,30
NV_746.avi,normal,normal,TN,0.27,144
Violence489.avi,violent,normal,FN,0.46,30
Normal746.avi,normal,normal,TN,0.272,30
Normal524.avi,normal,violent,FP,0.607,30
Normal178.avi,normal,normal,TN,0.0,30
Weaponized498.avi,violent,violent,TP,0.613,30
Violence946.avi,violent,normal,FN,0.547,30
Weaponized-Test084.avi,violent,normal,FN,0.294,30
X6V5o-uCYF4_1.avi,violent,normal,FN,0.474,150
V_290.avi,violent,normal,FN,0.441,141
lmfaDmCCRoY_1.avi,violent,normal,FN,0.306,150
Violence145.avi,violent,violent,TP,0.662,30
Normal-Test043.avi,normal,normal,TN,0.272,30
Violence924.avi,violent,normal,FN,0.477,30
Normal689.avi,normal,violent,FP,0.719,30
Violence735.avi,violent,violent,TP,0.709,30
Violence473.avi,violent,normal,FN,0.0,30
2qFnVnnZ_0.avi,normal,normal,TN,0.531,150
Weaponized538.avi,violent,normal,FN,0.548,30
Normal429.avi,normal,normal,TN,0.317,30
Violence697.avi,violent,normal,FN,0.485,30
v029_converted.avi,violent,violent,TP,0.727,329
Violence712.avi,violent,normal,FN,0.546,30
Violence956.avi,violent,normal,FN,0.0,30
TP6mtOzL_0.avi,normal,violent,FP,0.701,150
no76_xvid.avi,normal,normal,TN,0.322,41
Violence260.avi,violent,violent,TP,0.655,30
Weaponized-Test179.avi,violent,violent,TP,0.729,30
SjJEt0drQZs_0.avi,violent,violent,TP,0.714,150
6mrIIcAQ2fI_3.avi,violent,normal,FN,0.0,150
Violence893.avi,violent,normal,FN,0.0,30
b.avi,violent,violent,TP,0.731,150
Normal857.avi,normal,normal,TN,0.0,30
n147_converted.avi,normal,normal,TN,0.324,33
V_523.avi,violent,violent,TP,0.726,138
NV_915.avi,normal,normal,TN,0.0,145
NV_342.avi,normal,violent,FP,0.557,135
Violence209.avi,violent,normal,FN,0.534,30
0H2s9UJcNJ0_0.avi,violent,violent,TP,0.729,150
Weaponized676.avi,violent,violent,TP,0.705,30
Violence942.avi,violent,normal,FN,0.0,30
Normal256.avi,normal,normal,TN,0.327,30
Normal396.avi,normal,normal,TN,0.426,30
s-jW4cyavW0_0.avi,violent,normal,FN,0.542,150
XM0NI7ZmwWM_3.avi,violent,violent,TP,0.576,150
Jq8neqBlL2Y_3.avi,violent,violent,TP,0.731,150
GXvqyqYi_0.avi,normal,normal,TN,0.353,150
Normal739.avi,normal,normal,TN,0.376,30
Normal642.avi,normal,violent,FP,0.675,30
z19nkHMw_1.avi,violent,violent,TP,0.724,150
Weaponized393.avi,violent,normal,FN,0.372,30
5zVqOS0l_0.avi,normal,violent,FP,0.686,150
Weaponized-Test071.avi,violent,normal,FN,0.0,30
16O0PIQP_0.avi,normal,normal,TN,0.0,150
Violence798.avi,violent,normal,FN,0.534,30
Weaponized088.avi,violent,violent,TP,0.728,30
Normal771.avi,normal,normal,TN,0.0,30
Normal710.avi,normal,normal,TN,0.329,30
4HH7yMU8y9A_1.avi,violent,violent,TP,0.73,150
Normal310.avi,normal,normal,TN,0.52,30
Normal-Test046.avi,normal,normal,TN,0.305,30
Weaponized-Test183.avi,violent,normal,FN,0.477,30
Normal167.avi,normal,violent,FP,0.696,30
Normal606.avi,normal,violent,FP,0.655,30
NV_810.avi,normal,normal,TN,0.452,115
Normal834.avi,normal,normal,TN,0.0,30
truutrdf_1083.avi,violent,violent,TP,0.729,150
fJMvC8TV_0.avi,normal,violent,FP,0.69,150
VnDOPZls_0.avi,normal,violent,FP,0.643,150
Weaponized587.avi,violent,violent,TP,0.677,30
Violence737.avi,violent,normal,FN,0.509,30
gR4OsEPl894_1.avi,normal,violent,FP,0.698,150
Violence581.avi,violent,normal,FN,0.366,30
4RqDG4I4iAk_1.avi,violent,violent,TP,0.631,150
Normal539.avi,normal,normal,TN,0.328,30
Weaponized-Test105.avi,violent,violent,TP,0.6,30
Weaponized297.avi,violent,normal,FN,0.269,30
JPIeYvRgo6I_0.avi,violent,normal,FN,0.421,150
Weaponized131.avi,violent,normal,FN,0.409,30
Weaponized-Test173.avi,violent,normal,FN,0.0,30
3OKArbzg1uc_0.avi,violent,violent,TP,0.717,150
Normal-Test069.avi,normal,normal,TN,0.0,30
Normal-Test079.avi,normal,normal,TN,0.0,30
JPIeYvRgo6I_1.avi,violent,normal,FN,0.37,150
Violence-Test027.avi,violent,normal,FN,0.364,30
Violence867.avi,violent,normal,FN,0.53,30
Violence-Test043.avi,violent,normal,FN,0.0,30
Weaponized042.avi,violent,normal,FN,0.0,30
no414_xvid.avi,normal,normal,TN,0.0,41
Normal595.avi,normal,violent,FP,0.657,30
Violence542.avi,violent,normal,FN,0.0,30
Normal-Test066.avi,normal,normal,TN,0.0,30
no442_xvid.avi,normal,normal,TN,0.0,41
i5xJxtv4gXs_3.avi,violent,normal,FN,0.314,150
nuf-d5GugL0_6.avi,violent,violent,TP,0.621,150
Weaponized582.avi,violent,violent,TP,0.589,30
Weaponized248.avi,violent,violent,TP,0.59,30
Weaponized604.avi,violent,violent,TP,0.698,30
Normal-Test120.avi,normal,normal,TN,0.0,30
Violence525.avi,violent,normal,FN,0.0,30
no481_xvid.avi,normal,normal,TN,0.336,41
n152_converted.avi,normal,violent,FP,0.554,27
n004_converted.avi,normal,violent,FP,0.72,179
Weaponized493.avi,violent,normal,FN,0.317,30
no446_xvid.avi,normal,normal,TN,0.0,41
Violence886.avi,violent,normal,FN,0.0,30
Ou8ssKOQzI0_1.avi,violent,violent,TP,0.73,150
NV_828.avi,normal,violent,FP,0.72,138
NV_345.avi,normal,violent,FP,0.73,135
vBwKQfJYG1Q_0.avi,violent,normal,FN,0.462,150
c7j3qEqO_0.avi,normal,violent,FP,0.677,150
NxtwlqSnLbY_1.avi,violent,normal,FN,0.503,150
s3gaPKuW_1.avi,violent,violent,TP,0.692,150
V_297.avi,violent,violent,TP,0.576,141
Normal150.avi,normal,normal,TN,0.341,30
Cce4ogHp_1.avi,violent,violent,TP,0.72,150
Violence806.avi,violent,violent,TP,0.618,30
nBO2Wlr3LhU_0.avi,violent,violent,TP,0.707,150
s83GiLts_0.avi,normal,normal,TN,0.0,150
n047_converted.avi,normal,violent,FP,0.728,165
Weaponized-Test039.avi,violent,normal,FN,0.445,30
Normal554.avi,normal,normal,TN,0.489,30
Weaponized564.avi,violent,violent,TP,0.583,30
V_981.avi,violent,violent,TP,0.636,150
Weaponized784.avi,violent,normal,FN,0.0,30
Violence-Test112.avi,violent,violent,TP,0.721,30
no50_xvid.avi,normal,violent,FP,0.691,41
Violence815.avi,violent,normal,FN,0.304,30
3djtKN3k_0.avi,normal,normal,TN,0.489,150
dt8YUGoOSgQ_1.avi,violent,violent,TP,0.645,150
Normal470.avi,normal,violent,FP,0.699,30
Normal784.avi,normal,normal,TN,0.0,30
Normal626.avi,normal,normal,TN,0.449,30
i5xJxtv4gXs_1.avi,violent,normal,FN,0.527,150
V_506.avi,violent,violent,TP,0.731,125
3OKArbzg1uc_2.avi,violent,violent,TP,0.717,150
3CQi0ZCCHvc_2.avi,violent,normal,FN,0.533,150
GL9jSSxg_0.avi,normal,violent,FP,0.558,150
Normal351.avi,normal,violent,FP,0.581,30
no39_xvid.avi,normal,violent,FP,0.678,41
