file,ground_truth,predicted,outcome,max_confidence,frame_count,frames_with_pose,pose_exceptions,pose_detection_rate,real_inference_count,had_any_buffer,forced_flush
Normal544.avi,normal,normal,TN,0.513,30,30,0,1.0,4,True,True
Violence968.avi,violent,normal,FN,0.275,30,8,0,0.267,1,True,True
Normal265.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
n160_converted.avi,normal,violent,FP,0.731,110,110,0,1.0,39,True,True
Normal422.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
Violence671.avi,violent,violent,TP,0.731,30,30,0,1.0,4,True,True
f9jcrHqO_0.avi,normal,normal,TN,0.273,150,103,0,0.687,6,True,True
Normal-Test037.avi,normal,normal,TN,0.303,30,30,0,1.0,3,True,True
GVdnjHyU_0.avi,normal,normal,TN,0.0,150,0,0,0.0,0,False,False
NV_919.avi,normal,violent,FP,0.706,145,36,0,0.248,3,True,True
Normal418.avi,normal,normal,TN,0.269,30,6,0,0.2,1,True,True
no291_xvid.avi,normal,violent,FP,0.6,41,21,0,0.512,1,True,True
Weaponized357.avi,violent,violent,TP,0.71,30,10,0,0.333,2,True,True
Normal045.avi,normal,normal,TN,0.634,30,30,0,1.0,10,True,True
JPIeYvRgo6I_2.avi,normal,normal,TN,0.0,150,0,0,0.0,0,False,False
Normal180.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
Violence412.avi,violent,violent,TP,0.73,30,30,0,1.0,4,True,True
eifiXLWYul8_0.avi,violent,violent,TP,0.731,150,134,0,0.893,11,True,False
Normal496.avi,normal,normal,TN,0.277,30,30,0,1.0,2,True,False
NV_598.avi,normal,normal,TN,0.31,105,105,0,1.0,15,True,True
Weaponized096.avi,violent,violent,TP,0.457,30,29,0,0.967,2,True,True
YDOJvzChqSg_2.avi,violent,normal,FN,0.351,150,100,0,0.667,7,True,True
no25_xvid.avi,normal,normal,TN,0.269,41,31,0,0.756,1,True,False
no483_xvid.avi,normal,normal,TN,0.388,41,41,0,1.0,5,True,True
Weaponized419.avi,violent,violent,TP,0.729,30,30,0,1.0,6,True,True
L9tYVvJY_0.avi,normal,normal,TN,0.269,150,150,0,1.0,38,True,True
Wby1vUy8aYI_1.avi,violent,violent,TP,0.731,150,82,0,0.547,6,True,True
n124_converted.avi,normal,normal,TN,0.369,111,111,0,1.0,32,True,True
Violence905.avi,violent,violent,TP,0.731,30,30,0,1.0,7,True,True
6mrIIcAQ2fI_2.avi,violent,normal,FN,0.0,150,0,0,0.0,0,False,False
H_VQJU0Bqpc_3.avi,normal,normal,TN,0.459,150,66,0,0.44,4,True,True
Weaponized050.avi,violent,normal,FN,0.0,30,0,0,0.0,0,False,False
R1A_AxUKosk_2.avi,violent,violent,TP,0.705,150,148,0,0.987,25,True,True
Violence-Test013.avi,violent,violent,TP,0.731,30,30,0,1.0,4,True,True
Normal711.avi,normal,normal,TN,0.293,30,30,0,1.0,3,True,True
Violence458.avi,violent,normal,FN,0.678,30,30,0,1.0,2,True,False
Normal054.avi,normal,normal,TN,0.653,30,30,0,1.0,8,True,True
Normal-Test153.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
Normal512.avi,normal,normal,TN,0.269,30,30,0,1.0,1,True,False
Violence165.avi,violent,violent,TP,0.731,30,30,0,1.0,7,True,True
etyiEs3j8x8_5.avi,violent,violent,TP,0.731,150,150,0,1.0,25,True,True
v013_converted.avi,violent,violent,TP,0.731,239,231,0,0.967,20,True,True
C8wt47cphU8_1.avi,violent,violent,TP,0.572,150,150,0,1.0,21,True,True
Normal687.avi,normal,violent,FP,0.66,30,30,0,1.0,5,True,True
32wXo9Dt_0.avi,normal,violent,FP,0.73,150,147,0,0.98,18,True,False
Violence825.avi,violent,violent,TP,0.731,30,30,0,1.0,6,True,True
Normal474.avi,normal,normal,TN,0.269,30,30,0,1.0,2,True,True
NV_791.avi,normal,normal,TN,0.269,115,115,0,1.0,20,True,True
Normal296.avi,normal,normal,TN,0.299,30,30,0,1.0,4,True,False
fK7CSrQ6OpM_2.avi,violent,violent,TP,0.731,150,145,0,0.967,16,True,True
Normal093.avi,normal,violent,FP,0.717,30,30,0,1.0,8,True,True
Normal030.avi,normal,violent,FP,0.731,30,30,0,1.0,10,True,True
1A3zEkCHBl8_0.avi,normal,violent,FP,0.73,150,150,0,1.0,26,True,False
n187_converted.avi,normal,violent,FP,0.408,31,31,0,1.0,12,True,True
Normal124.avi,normal,normal,TN,0.683,30,24,0,0.8,2,True,True
Normal444.avi,normal,normal,TN,0.731,30,30,0,1.0,5,True,True
n134_converted.avi,normal,violent,FP,0.731,157,157,0,1.0,17,True,True
Weaponized750.avi,violent,violent,TP,0.731,30,30,0,1.0,3,True,True
Normal-Test112.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
Weaponized-Test163.avi,violent,normal,FN,0.731,30,30,0,1.0,1,True,False
YL-qwpTMjzk_1.avi,violent,violent,TP,0.731,150,80,0,0.533,7,True,True
7qtRgyFsk3s_1.avi,normal,normal,TN,0.348,150,150,0,1.0,24,True,True
Normal523.avi,normal,normal,TN,0.358,30,30,0,1.0,6,True,True
n030_converted.avi,normal,violent,FP,0.731,161,148,0,0.919,20,True,True
BEoVUtDm_0.avi,normal,normal,TN,0.269,150,150,0,1.0,10,True,True
p19HiyCX7EQ_1.avi,violent,violent,TP,0.731,150,79,0,0.527,6,True,True
V_765.avi,violent,violent,TP,0.731,129,129,0,1.0,32,True,True
Weaponized134.avi,violent,violent,TP,0.729,30,13,0,0.433,1,True,True
Normal570.avi,normal,violent,FP,0.706,30,30,0,1.0,2,True,True
dOM7frJMFbc_0.avi,normal,normal,TN,0.323,150,150,0,1.0,27,True,True
no454_xvid.avi,normal,normal,TN,0.271,41,33,0,0.805,4,True,True
3SS0E4SmTk8_0.avi,violent,violent,TP,0.597,150,136,0,0.907,13,True,False
Weaponized-Test023.avi,violent,violent,TP,0.731,30,27,0,0.9,3,True,True
Normal598.avi,normal,normal,TN,0.716,30,30,0,1.0,8,True,True
no400_xvid.avi,normal,normal,TN,0.37,41,41,0,1.0,12,True,True
Violence440.avi,violent,normal,FN,0.483,30,27,0,0.9,1,True,True
Weaponized300.avi,violent,normal,FN,0.406,30,30,0,1.0,2,True,False
Normal-Test100.avi,normal,normal,TN,0.721,30,27,0,0.9,1,True,False
Violence-Test006.avi,violent,normal,FN,0.638,30,30,0,1.0,6,True,True
Violence647.avi,violent,violent,TP,0.687,30,25,0,0.833,7,True,True
Weaponized041.avi,violent,normal,FN,0.614,30,30,0,1.0,1,True,False
Violence831.avi,violent,normal,FN,0.602,30,30,0,1.0,3,True,False
oM-goKOVjeU_0.avi,violent,violent,TP,0.731,150,150,0,1.0,13,True,True
jILBnY3lB2Q_0.avi,normal,normal,TN,0.0,150,4,0,0.027,0,True,True
Normal702.avi,normal,normal,TN,0.385,30,30,0,1.0,1,True,True
Violence043.avi,violent,violent,TP,0.419,30,10,0,0.333,1,True,True
t_n025_converted.avi,normal,normal,TN,0.0,126,0,0,0.0,0,False,False
Normal042.avi,normal,violent,FP,0.655,30,30,0,1.0,12,True,True
rfthfd_538.avi,violent,violent,TP,0.731,150,150,0,1.0,22,True,True
Violence376.avi,violent,violent,TP,0.731,30,30,0,1.0,9,True,True
dOM7frJMFbc_1.avi,normal,normal,TN,0.287,150,150,0,1.0,27,True,True
V_14.avi,violent,violent,TP,0.731,180,178,0,0.989,39,True,True
V_403.avi,violent,violent,TP,0.731,102,84,0,0.824,12,True,True
jTbvVbkUaPM_4.avi,violent,violent,TP,0.731,150,146,0,0.973,15,True,True
cy1gi3ZJb_c_4.avi,violent,violent,TP,0.731,150,150,0,1.0,47,True,True
Violence665.avi,violent,violent,TP,0.731,30,30,0,1.0,3,True,True
no377_xvid.avi,normal,normal,TN,0.269,41,26,0,0.634,5,True,True
V_481.avi,violent,violent,TP,0.731,123,123,0,1.0,31,True,True
n117_converted.avi,normal,violent,FP,0.604,109,109,0,1.0,23,True,True
1MVS2QPWbHc_1.avi,normal,violent,FP,0.727,150,146,0,0.973,17,True,True
no417_xvid.avi,normal,normal,TN,0.272,41,18,0,0.439,1,True,True
n183_converted.avi,normal,violent,FP,0.731,33,33,0,1.0,7,True,True
V_591.avi,violent,violent,TP,0.731,185,58,0,0.314,5,True,True
Normal314.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
Normal787.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
Violence410.avi,violent,violent,TP,0.68,30,30,0,1.0,3,True,True
no9_xvid.avi,normal,normal,TN,0.288,41,27,0,0.659,4,True,True
Normal343.avi,normal,normal,TN,0.274,30,30,0,1.0,6,True,True
Violence088.avi,violent,violent,TP,0.731,30,30,0,1.0,4,True,True
no395_xvid.avi,normal,normal,TN,0.269,41,24,0,0.585,1,True,True
Normal668.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
NvYo6CS_i_A_1.avi,normal,normal,TN,0.0,150,0,0,0.0,0,False,False
Normal643.avi,normal,normal,TN,0.73,30,30,0,1.0,4,True,True
AkTZX27QhjE_2.avi,violent,violent,TP,0.731,150,140,0,0.933,18,True,True
C3cT1JGv_0.avi,normal,normal,TN,0.269,150,38,0,0.253,3,True,True
V_611.avi,violent,violent,TP,0.731,185,122,0,0.659,28,True,True
no261_xvid.avi,normal,normal,TN,0.343,41,41,0,1.0,4,True,True
CqJB8ZWLZ-o_0.avi,normal,violent,FP,0.605,150,65,0,0.433,5,True,True
Normal835.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
iqAmk7ES_0.avi,normal,normal,TN,0.316,150,19,0,0.127,1,True,True
Weaponized261.avi,violent,violent,TP,0.731,30,30,0,1.0,5,True,True
Violence496.avi,violent,normal,FN,0.0,30,0,0,0.0,0,False,False
Weaponized688.avi,violent,violent,TP,0.725,30,30,0,1.0,8,True,True
Normal-Test150.avi,normal,normal,TN,0.271,30,30,0,1.0,1,True,False
Weaponized445.avi,violent,normal,FN,0.27,30,27,0,0.9,3,True,True
Violence367.avi,violent,normal,FN,0.0,30,0,0,0.0,0,False,False
fHOVzWgX_0.avi,normal,normal,TN,0.269,150,5,0,0.033,1,True,True
Normal809.avi,normal,normal,TN,0.634,30,21,0,0.7,1,True,False
Weaponized-Test144.avi,violent,normal,FN,0.314,30,10,0,0.333,1,True,True
YC51sSdT_0.avi,normal,normal,TN,0.0,150,0,0,0.0,0,False,False
cw8fPfUL_0.avi,normal,normal,TN,0.296,150,150,0,1.0,43,True,True
Normal142.avi,normal,normal,TN,0.331,30,30,0,1.0,14,True,True
Violence899.avi,violent,normal,FN,0.731,30,30,0,1.0,3,True,True
Violence949.avi,violent,normal,FN,0.269,30,9,0,0.3,1,True,True
Violence567.avi,violent,violent,TP,0.731,30,30,0,1.0,6,True,True
Normal722.avi,normal,violent,FP,0.731,30,30,0,1.0,8,True,True
Normal714.avi,normal,normal,TN,0.325,30,30,0,1.0,2,True,True
RTDSFDSA_675.avi,violent,violent,TP,0.731,150,134,0,0.893,15,True,True
Weaponized247.avi,violent,violent,TP,0.731,30,30,0,1.0,8,True,True
Violence424.avi,violent,violent,TP,0.545,30,30,0,1.0,8,True,True
Weaponized203.avi,violent,normal,FN,0.731,30,30,0,1.0,2,True,True
Normal421.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
Weaponized531.avi,violent,normal,FN,0.731,30,30,0,1.0,2,True,False
V_761.avi,violent,violent,TP,0.731,126,118,0,0.937,17,True,True
Violence732.avi,violent,normal,FN,0.543,30,30,0,1.0,4,True,True
AF4Rk1I2_0.avi,normal,violent,FP,0.672,150,127,0,0.847,14,True,False
Weaponized761.avi,violent,normal,FN,0.0,30,1,0,0.033,0,True,True
Weaponized163.avi,violent,normal,FN,0.731,30,30,0,1.0,1,True,False
tILABXoHE7s_1.avi,violent,violent,TP,0.731,150,115,0,0.767,15,True,True
w081_converted.avi,violent,violent,TP,0.731,210,209,0,0.995,56,True,True
no423_xvid.avi,normal,normal,TN,0.0,41,0,0,0.0,0,False,False
etyiEs3j8x8_0.avi,violent,violent,TP,0.731,150,150,0,1.0,31,True,True
Weaponized646.avi,violent,normal,FN,0.316,30,30,0,1.0,10,True,True
Violence218.avi,violent,normal,FN,0.449,30,30,0,1.0,4,True,True
Violence853.avi,violent,normal,FN,0.725,30,30,0,1.0,2,True,False
Violence518.avi,violent,violent,TP,0.44,30,13,0,0.433,1,True,True
w100_converted.avi,violent,violent,TP,0.728,167,84,0,0.503,4,True,True
NV_512.avi,normal,normal,TN,0.269,145,145,0,1.0,9,True,False
Violence123.avi,violent,violent,TP,0.731,30,30,0,1.0,10,True,True
Normal367.avi,normal,normal,TN,0.269,30,30,0,1.0,3,True,False
0lHQ2f0d_1.avi,violent,violent,TP,0.731,150,93,0,0.62,11,True,True
Normal469.avi,normal,normal,TN,0.73,30,30,0,1.0,5,True,False
NV_737.avi,normal,normal,TN,0.269,147,147,0,1.0,9,True,True
Normal521.avi,normal,normal,TN,0.304,30,30,0,1.0,7,True,True
BOLcNZ5O_0.avi,normal,normal,TN,0.27,150,141,0,0.94,16,True,False
Violence-Test069.avi,violent,normal,FN,0.0,30,2,0,0.067,0,True,True
Violence131.avi,violent,violent,TP,0.731,30,30,0,1.0,4,True,True
Normal783.avi,normal,normal,TN,0.271,30,12,0,0.4,1,True,True
kLHNW0uRutY_2.avi,violent,violent,TP,0.731,150,125,0,0.833,16,True,True
RQt37bnC_0.avi,normal,normal,TN,0.285,150,66,0,0.44,3,True,False
NV_588.avi,normal,violent,FP,0.538,115,115,0,1.0,13,True,True
NV_343.avi,normal,normal,TN,0.269,111,84,0,0.757,5,True,False
fvtpgsrF_0.avi,normal,violent,FP,0.714,150,150,0,1.0,10,True,True
V_527.avi,violent,violent,TP,0.731,185,79,0,0.427,8,True,True
Weaponized-Test109.avi,violent,normal,FN,0.411,30,30,0,1.0,3,True,True
Violence748.avi,violent,normal,FN,0.731,30,30,0,1.0,4,True,False
Normal836.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
no266_xvid.avi,normal,normal,TN,0.269,41,41,0,1.0,2,True,True
Weaponized088.avi,violent,violent,TP,0.729,30,30,0,1.0,4,True,True
Violence332.avi,violent,violent,TP,0.731,30,30,0,1.0,4,True,True
vQKHxtrdEHM_6.avi,violent,violent,TP,0.731,150,149,0,0.993,28,True,True
NPeKBgURcxI_1.avi,normal,violent,FP,0.731,150,150,0,1.0,56,True,True
Weaponized539.avi,violent,violent,TP,0.731,30,30,0,1.0,14,True,True
Violence108.avi,violent,normal,FN,0.0,30,4,0,0.133,0,True,True
n178_converted.avi,normal,violent,FP,0.73,32,32,0,1.0,16,True,True
Violence291.avi,violent,violent,TP,0.731,30,30,0,1.0,7,True,True
IGCZWiP8_0.avi,normal,normal,TN,0.0,150,0,0,0.0,0,False,False
Weaponized615.avi,violent,violent,TP,0.731,30,30,0,1.0,4,True,True
V_364.avi,violent,violent,TP,0.731,153,153,0,1.0,27,True,True
6Rl7q_kXYbg_4.avi,violent,normal,FN,0.0,150,0,0,0.0,0,False,False
n091_converted.avi,normal,normal,TN,0.0,141,0,0,0.0,0,False,False
F7W6PQ3V3y8_0.avi,violent,violent,TP,0.731,150,150,0,1.0,16,True,False
Violence703.avi,violent,normal,FN,0.0,30,0,0,0.0,0,False,False
VIPpAkyG_0.avi,normal,normal,TN,0.0,150,0,0,0.0,0,False,False
Normal019.avi,normal,normal,TN,0.269,30,28,0,0.933,1,True,False
NV_808.avi,normal,violent,FP,0.731,115,43,0,0.374,13,True,True
Violence-Test025.avi,violent,normal,FN,0.353,30,5,0,0.167,1,True,True
Normal700.avi,normal,normal,TN,0.408,30,30,0,1.0,2,True,True
Normal171.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
no363_xvid.avi,normal,normal,TN,0.0,41,0,0,0.0,0,False,False
Weaponized569.avi,violent,normal,FN,0.269,30,30,0,1.0,2,True,False
Normal-Test130.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
NV_519.avi,normal,violent,FP,0.731,115,51,0,0.443,3,True,True
_q5Nwh4Z6ao_5.avi,violent,violent,TP,0.731,150,103,0,0.687,9,True,True
Violence174.avi,violent,violent,TP,0.731,30,30,0,1.0,6,True,True
Weaponized385.avi,violent,violent,TP,0.594,30,30,0,1.0,2,True,True
V_382.avi,violent,violent,TP,0.731,125,119,0,0.952,16,True,True
Normal492.avi,normal,normal,TN,0.0,30,5,0,0.167,0,True,True
Weaponized437.avi,violent,normal,FN,0.731,30,30,0,1.0,2,True,False
Weaponized021.avi,violent,violent,TP,0.731,30,30,0,1.0,4,True,True
n152_converted.avi,normal,normal,TN,0.548,27,27,0,1.0,6,True,True
N1Q9v-saJ_g_1.avi,violent,violent,TP,0.731,150,150,0,1.0,22,True,True
Normal-Test144.avi,normal,normal,TN,0.269,30,30,0,1.0,1,True,False
n052_converted.avi,normal,violent,FP,0.617,146,105,0,0.719,10,True,True
Violence631.avi,violent,normal,FN,0.727,30,30,0,1.0,2,True,False
Normal411.avi,normal,normal,TN,0.722,30,30,0,1.0,4,True,True
Normal-Test103.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
no361_xvid.avi,normal,normal,TN,0.0,41,2,0,0.049,0,True,True
Normal823.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
rfthfd_536.avi,violent,violent,TP,0.731,150,150,0,1.0,15,True,True
Normal750.avi,normal,normal,TN,0.331,30,30,0,1.0,3,True,True
Weaponized-Test168.avi,violent,normal,FN,0.731,30,30,0,1.0,1,True,False
Violence-Test039.avi,violent,normal,FN,0.728,30,25,0,0.833,2,True,True
NV_344.avi,normal,normal,TN,0.429,141,36,0,0.255,2,True,True
Weaponized672.avi,violent,violent,TP,0.453,30,9,0,0.3,1,True,True
Normal158.avi,normal,normal,TN,0.644,30,30,0,1.0,1,True,False
n179_converted.avi,normal,violent,FP,0.728,30,30,0,1.0,7,True,True
Violence271.avi,violent,normal,FN,0.27,30,25,0,0.833,2,True,True
Normal370.avi,normal,normal,TN,0.269,30,30,0,1.0,2,True,True
I-QiUMPTWNE_2.avi,normal,violent,FP,0.635,150,150,0,1.0,73,True,True
Weaponized-Test176.avi,violent,violent,TP,0.491,30,6,0,0.2,1,True,True
no357_xvid.avi,normal,normal,TN,0.295,41,41,0,1.0,8,True,True
NxtwlqSnLbY_3.avi,violent,violent,TP,0.731,150,150,0,1.0,17,True,True
Normal-Test118.avi,normal,normal,TN,0.699,30,30,0,1.0,1,True,False
Violence591.avi,violent,normal,FN,0.731,30,30,0,1.0,3,True,True
Weaponized760.avi,violent,violent,TP,0.73,30,24,0,0.8,2,True,True
Normal-Test016.avi,normal,violent,FP,0.731,30,30,0,1.0,8,True,True
no260_xvid.avi,normal,normal,TN,0.323,41,33,0,0.805,4,True,True
Weaponized-Test150.avi,violent,normal,FN,0.0,30,1,0,0.033,0,True,True
n176_converted.avi,normal,normal,TN,0.338,28,28,0,1.0,7,True,True
no48_xvid.avi,normal,normal,TN,0.284,41,41,0,1.0,9,True,True
oByKgGBL_0.avi,normal,normal,TN,0.0,150,0,0,0.0,0,False,False
no350_xvid.avi,normal,normal,TN,0.271,41,5,0,0.122,1,True,True
Normal-Test135.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
Violence734.avi,violent,violent,TP,0.669,30,30,0,1.0,5,True,True
a7gBQaAFEtw_1.avi,normal,violent,FP,0.73,150,150,0,1.0,16,True,True
no40_xvid.avi,normal,normal,TN,0.284,41,38,0,0.927,4,True,True
Normal735.avi,normal,normal,TN,0.269,30,30,0,1.0,4,True,True
Violence486.avi,violent,normal,FN,0.0,30,0,0,0.0,0,False,False
Weaponized519.avi,violent,violent,TP,0.653,30,12,0,0.4,2,True,True
Normal-Test034.avi,normal,violent,FP,0.48,30,30,0,1.0,3,True,True
Normal757.avi,normal,violent,FP,0.592,30,30,0,1.0,4,True,True
Violence-Test037.avi,violent,violent,TP,0.731,30,19,0,0.633,1,True,True
Normal319.avi,normal,normal,TN,0.302,30,30,0,1.0,3,True,True
Violence588.avi,violent,violent,TP,0.731,30,30,0,1.0,6,True,True
Normal547.avi,normal,normal,TN,0.382,30,30,0,1.0,5,True,True
Normal-Test035.avi,normal,normal,TN,0.308,30,30,0,1.0,3,True,False
Normal518.avi,normal,violent,FP,0.497,30,30,0,1.0,12,True,True
Normal761.avi,normal,normal,TN,0.638,30,30,0,1.0,4,True,False
Normal746.avi,normal,normal,TN,0.31,30,30,0,1.0,1,True,True
Weaponized254.avi,violent,violent,TP,0.705,30,26,0,0.867,2,True,True
DRlOjUNi_0.avi,normal,violent,FP,0.731,150,150,0,1.0,18,True,False
88ndrvAZpE8_0.avi,normal,violent,FP,0.731,150,105,0,0.7,10,True,True
Weaponized797.avi,violent,normal,FN,0.728,30,30,0,1.0,3,True,True
Normal355.avi,normal,normal,TN,0.282,30,30,0,1.0,13,True,True
no62_xvid.avi,normal,normal,TN,0.369,41,40,0,0.976,9,True,True
n144_converted.avi,normal,violent,FP,0.52,31,31,0,1.0,3,True,True
Normal692.avi,normal,normal,TN,0.402,30,30,0,1.0,5,True,False
3kpviz7lAMY_4.avi,violent,violent,TP,0.731,150,29,0,0.193,3,True,True
Violence007.avi,violent,normal,FN,0.436,30,30,0,1.0,5,True,True
Cce4ogHp_0.avi,violent,violent,TP,0.731,150,110,0,0.733,7,True,True
Weaponized586.avi,violent,normal,FN,0.445,30,30,0,1.0,6,True,True
Violence096.avi,violent,violent,TP,0.731,30,29,0,0.967,3,True,True
Normal779.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
Weaponized121.avi,violent,normal,FN,0.0,30,5,0,0.167,0,True,True
nNUeqFgG_0.avi,violent,violent,TP,0.731,150,140,0,0.933,15,True,True
2bBn7MLg_0.avi,normal,violent,FP,0.54,150,150,0,1.0,17,True,True
JJG0bHPur50_1.avi,violent,normal,FN,0.44,150,110,0,0.733,7,True,True
Violence483.avi,violent,violent,TP,0.647,30,19,0,0.633,2,True,True
V_384.avi,violent,violent,TP,0.731,150,150,0,1.0,51,True,True
Weaponized468.avi,violent,normal,FN,0.269,30,12,0,0.4,1,True,True
Weaponized484.avi,violent,violent,TP,0.731,30,30,0,1.0,10,True,True
Normal800.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
Normal102.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
Normal034.avi,normal,normal,TN,0.727,30,30,0,1.0,9,True,True
Violence015.avi,violent,normal,FN,0.731,30,30,0,1.0,3,True,True
Normal174.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
Normal472.avi,normal,normal,TN,0.269,30,27,0,0.9,2,True,True
Normal636.avi,normal,normal,TN,0.731,30,30,0,1.0,5,True,False
Weaponized045.avi,violent,normal,FN,0.0,30,0,0,0.0,0,False,False
Normal057.avi,normal,normal,TN,0.702,30,30,0,1.0,8,True,True
Violence372.avi,violent,violent,TP,0.731,30,30,0,1.0,5,True,True
no80_xvid.avi,normal,normal,TN,0.322,41,26,0,0.634,7,True,True
Weaponized823.avi,violent,normal,FN,0.731,30,30,0,1.0,3,True,True
NV_733.avi,normal,normal,TN,0.269,180,180,0,1.0,11,True,True
Weaponized341.avi,violent,violent,TP,0.731,30,24,0,0.8,4,True,True
Violence017.avi,violent,violent,TP,0.731,30,30,0,1.0,3,True,True
Normal662.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
Violence285.avi,violent,normal,FN,0.731,30,30,0,1.0,13,True,True
Weaponized483.avi,violent,violent,TP,0.731,30,30,0,1.0,10,True,True
Violence730.avi,violent,violent,TP,0.731,30,30,0,1.0,7,True,True
Violence691.avi,violent,normal,FN,0.269,30,5,0,0.167,1,True,True
V_608.avi,violent,violent,TP,0.731,185,145,0,0.784,30,True,True
erwyrhd_337.avi,violent,violent,TP,0.682,150,87,0,0.58,8,True,True
Violence487.avi,violent,normal,FN,0.731,30,30,0,1.0,1,True,False
